_id,user_name,option,score,review
658b8786a612b42ddd93bad7,khs0**,"선택 옵션 상품선택:속이 보이는 전자레인지용기,색상선택:2개 구성 국용기 1L(LMW101)",4,제품 상세 설명에는 한국산이라고 나와있는데 실제는 베트남 현지공장으로 적혀있네요 수정해주세요
658b8786a612b42ddd93bad8,sk98****,"선택 옵션 상품선택:[2개] 오븐/전자레인지 유리냄비,색상선택:핑크 1.5L+그레이 2L(96624)",4,좀 무거운데 강화유리라 구매했어요
658b8786a612b42ddd93bad9,whit*****,"선택 옵션 상품선택:★BEST★ 꾸준인기템 햇쌀밥용기,색상선택:[1SET] 320ml 총 3입(LLG501S3)",5,만족하고 잘사용하고 있어요. \n밥햐서 얼려두고 전자렌지에 해동해서 먹어요\n더 구입해야 할거 같아요
658b8786a612b42ddd93bada,82rd**,"선택 옵션 상품선택:[2개] 오븐/전자레인지 유리냄비,색상선택:그린 1L+핑크 1.5L(96622)",5,배송도 빠르고 맘에들어요 마니마니 파세요 조으네요 
658b8786a612b42ddd93badb,sk98****,"선택 옵션 상품선택:[2개] 오븐/전자레인지 유리냄비,색상선택:그린 1L+핑크 1.5L(96622)",4,유리라서 좋아 다구매 했네요
658b8786a612b42ddd93badc,lynn*******,"선택 옵션 상품선택:[2개] 오븐/전자레인지 유리냄비,색상선택:핑크 1.5L+그레이 2L(96624)",5,다른분이 쓰는거 보고 구매했어요.\n싸이즈도 적당하고 쓰기 편하네요.\n편하게 잘 쓸것 같아요.
658b8786a612b42ddd93badd,cji9***,"선택 옵션 상품선택:락앤락 렌지락 라면용기1.1L(LMW105),색상선택:오렌지",5,라면용기로 나와서 그런지 확실히  다른 렌지 용기보다\n튼튼하네요 특히 뚜껑이 단단합니다 
658b8786a612b42ddd93bade,dudg*****,"선택 옵션 상품선택:[2개] 오븐/전자레인지 유리냄비,색상선택:핑크 1.5L+그레이 2L(96624)",4,유리라서 편하게 조리해먹기좋을거같아요\n생각보다 크지않아서 큰걸로 사길잘한거같아요
658b8786a612b42ddd93badf,hani***,"선택 옵션 상품선택:락앤락 렌지락 찜용기2.4L (LMW107),색상선택:오렌지",4,아직 사용을 하지 못했습니다. 락앤락은 믿고 쓰는 제품이니까 만족할거라 생각합니다.
658b8786a612b42ddd93bae0,부자아들,"선택 옵션 상품선택:캐서롤유리냄비1.5L(LLG485),색상선택:핑크",4,넉넉한 용량에 손잡이까지 상당히 괜찮네요. 용량이 좋네요
