_id,user_name,option,score,review
658b86e4c0fdbb4a60373e42,호밀빵좋아,"상품선택:[2개] 오븐/전자레인지 유리냄비,색상선택:그린 1L+핑크 1.5L(96622)",5,제겐 꼭필요한 용기입니다\n효빵도 좋아하고 냉동해둔 떡 데울때도\n넘 좋아요 촉촉하게 잘 쪄져요
658b86e4c0fdbb4a60373e43,yims******,"상품선택:★BEST★ 꾸준인기템 햇쌀밥용기,색상선택:320ML 3P+410ML 2P(47974)",5,햇반용도좋지만 반찬통이나 보관용도로 좋아요\n전자렌지사용 너무 편해요
658b86e4c0fdbb4a60373e44,mysu******,"상품선택:[2개] 오븐/전자레인지 유리냄비,색상선택:그레이 2L (LLG486)",5,생각했던 딱사이즈라 마음에 들어요
658b86e4c0fdbb4a60373e45,anas******,"상품선택:★BEST★ 꾸준인기템 햇쌀밥용기,색상선택:320ML 3P+410ML 2P(47974)",5,환경호르몬생각해서 유리로구매했어요\n렌지에돌려도 걱정이좀 덜 되네요
658b86e4c0fdbb4a60373e46,ksd7***,락앤락 렌지락 덮밥용기1.1L(LMW103),5,아이들이 사용해보고 좋을것 같아요
658b86e5c0fdbb4a60373e47,anas******,"상품선택:★BEST★ 꾸준인기템 햇쌀밥용기,색상선택:[1SET] 320ml 총 3입(LLG501S3)",5,행사해서 저렴하게구매했어요\n플라스틱환경호르몬땜에 유리로구매했어요
658b86e5c0fdbb4a60373e48,hoho****,"상품선택:★BEST★ 바로한끼 도자기밥용기,색상선택:[3SET] 450ML 2P(SLB303S2)",5,좋은 가격으로 잘 구매했어요~~
658b86e5c0fdbb4a60373e49,문쪼꼬쪼꼬,"상품선택:[2개] 탑클라스 직사각,색상선택:2L(LBG455B)",5,김치 담으려고 주문했어요. 견고하고 튼튼하네요! 용량이 크고 유리이니 무게는 무거울 수 밖에 없지요! 마음에 드는 상품입니다.
658b86e5c0fdbb4a60373e4a,여성,"상품선택:[2개] 칸칸이 밀폐유리용기,색상선택:2칸 600ML 1개+860ML 1개(95845)",5,생각외로 크기는 큰 편이에요\n유리라서 묵직하고요\n근데 두개 잘 나뉘어져 있어서 옆으로 셀일은 없을 것 같아요\n어디 가지고 다니기엔 600ml가 좋고\n집에서 반찬 나눠담는용으로는 860ml가 좋아보여요\n옆에 똑딱이 부분 떼서 세척할 수 있는것도 좋아요~
658b86e5c0fdbb4a60373e4b,상희맘,"상품선택:[2개] 오븐/전자레인지 유리냄비,색상선택:핑크 1.5L+그레이 2L(96624)",5,유리라서 아주 좋아요\n너무더워서 요리하기 힘들어서 렌지에 해먹으려고 주문했어요\n큰사이즈는 양배추쩌먹고 중간사이즈는 \n만두도 쩌먹으면 좋을것같아요.\n활용잘해 보겠습니다.
658b86e5c0fdbb4a60373e4c,gogo********,"선택 옵션 상품선택:[2개] 오븐/전자레인지 유리냄비,색상선택:핑크 1.5L+그레이 2L(96624)",4,너무 무겁지도 않구 재질이 참 좋네요~ 색상도 정말 마음에 듭니다! 간단히 사용하기에 적당할 것 같아요! 
658b86e5c0fdbb4a60373e4d,ddoo****,"선택 옵션 상품선택:[2개] 오븐/전자레인지 유리냄비,색상선택:핑크 1.5L+그레이 2L(96624)",4,간단하게 전자렌지 사용으로 찜하거나 데칠때 사용하려고 구매했는데 무게감도 있고 세척도 간편해서 자주 사용할것같아요
658b86e5c0fdbb4a60373e4e,gogo********,"선택 옵션 상품선택:[2개] 오븐/전자레인지 유리냄비,색상선택:핑크 1.5L+그레이 2L(96624)",4,너무 무겁지도 않구 재질이 참 좋네요~ 색상도 정말 마음에 듭니다! 간단히 사용하기에 적당할 것 같아요! 
658b86e5c0fdbb4a60373e4f,Aaa00,"선택 옵션 상품선택:[2개] 오븐/전자레인지 유리냄비,색상선택:핑크 1.5L+그레이 2L(96624)",5,작은 사이즈 2개 이미 사용하고 있는데 \n너무 편해서 다른 사이즈 추가로 주문했어요 \n\n오븐도 사용 가능해서 두루두루 잘 쓰이네요
